index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Job_country,Job_state,Company_Year,python_yn,visualization_yn,Excel_yn,analysis_yn,communication_yn,aws_yn,desc_len,Job_Title,seniority
280,Senior Data Analyst (Loyalty & Player Engagement),119.944,"Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.",4.0,PlayStation Global,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0,769,analyst,senior
281,Computer Engineer (Data Scientist),140.014,"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
Federal employees - Excepted service
Current excepted service federal employees.
Individuals with disabilities
Military spouses",3.5,US Internal Revenue Service,10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0,271,data scientist,na
283,Lead Data Scientist,133.311,"Job Title:
Lead Data Scientist, Mobile Product
Requisition ID:
R013080
Job Description:
Your Mission is:
We are looking for a talented Lead Data Scientist to join our Mobile Analytics team. The team’s goal is to put science into product decisions and help to make a better game for both players and the company. You will be the technical leader for the product data science discipline, with the opportunity to take on a managerial role. First year responsibilities include:",3.3,Activision,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0,473,data scientist,senior
284,Lead Data Scientist - Customer Data Science,153.275,"Data scientists at Disney Streaming Services are the insights and modeling partners for the growth, content, marketing, product, and engineering teams at Disney+, Hulu and ESPN+. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
WHAT YOU'LL DO
Modeling: Design, build and improve machine learning models. Work end to end from data collection, feature generation and selection, algorithm development, forecasting, visualization and communicating of model results. Collaborate with engineering to productionize models.
Drive experimentation to test impact of model based optimization.",3.9,Hulu,1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0,924,data scientist,senior
285,"Data Scientist - Tiktok Ads, Growth Marketing",136.562,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.

Responsibilities:
We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",4.2,ByteDance,10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,10,0,0,0,0,0,0,1858,data scientist,na
286,Data Scientist I,143.696,"Bachelor's Degree
1+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
Job summary
Are you customer-obsessed, data oriented, technologically curious, and eager to propose opportunities to improve the customer experience of using technical Amazon services? We are seeking an experienced, talented, and motivated Data Scientist to join our Technical Customer Experience Strategy team. Our team is dedicated to improving Amazon’s technical products through evaluating the end-to-end customer experience using both internal and external processes and technology. Our team’s mission is to constantly challenge the status quo and drive innovation to improve customer experience. This role specifically focuses on measuring and enhancing the quality of AWS AI services. You will own and drive the roadmap for studying AI quality and build out scalable methods, mechanisms, and tooling to evaluate and deep dive into the quality of AI services. You will engage with AWS AI service teams and leaders to develop scoring methods, identify datasets, evaluate performance, and influence change. Responsibilities: - Ensure data quality throughout all stages of processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc. - Continuously evaluate data analysis tools and processes and offer solutions to ensure they are efficient, high-quality and scalable. - Design, build, and deploy effective and innovative ML solutions to improve various components of the performance measuring stack, such as scoring, trend/pattern analysis, and deep dives. - Develop and improve statistical analyses that provide insights into the business - Communicate analyses and techniques, both verbally and in writing, to peers and business partners. - Evaluate the proposed solutions via offline benchmark tests as well as online A/B tests in production. - Publish and present your work at internal and external scientific venues in the fields of ML. - Present proposals and results in a clear manner backed by data and coupled with actionable conclusions. - Report on the status of projects in a timely and accurate fashion using available metrics.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.8,Amazon.com Services LLC,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Cupertino, CA,28,1,0,0,1,0,1,2718,data scientist,na
287,"Senior Data Scientist, Product Intelligence",150.11,"Work Styles at Zoom
In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about
Zoom's Workstyles
.
Senior Data Scientist, Product Intelligence
FULL TIME, US-REMOTE

The Data Team at Zoom brings data closer to the decision. We know that to deliver customer happiness we need to build best in class products. We support this by empowering Product with behavioral insights to help them build better products. While providing these insights, we also need to ensure that we’re meeting the consent, privacy, and regulatory needs of hundreds of millions of users worldwide.
This role will be part of the Product Intelligence team and will be working closely with the Whiteboard product team. Whiteboard is a powerful virtual hub for real-time and asynchronous collaboration, creating more engaging and efficient meeting experiences. Any team, from enterprise to education, can use the Zoom Whiteboard experience to create, annotate, and share ideas from any device whether you’re in a Zoom meeting or not. This role will work closely with Product, Engineering and the Data Engineering team to help ensure the success of the product. The ideal candidate will have experience partnering with Product to define success metrics and define data requirements to ensure we are set up for success when the product or feature launches. The ideal candidate will have experience measuring product impact using causal inference and A/B testing. The individual will play a key role in providing insights around product usage beyond just the “What?” but to answer the “Why?” behind user behavior. Our team values diversity, collaboration, creativity and most importantly - having fun! Come join us!
$97,920.00 USD
$181,170.00 USD
#LI-Remote",4.4,"Zoom Video Communications, Inc.",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0,1866,data scientist,senior
289,"Data Scientist, Infrastructure",162.533,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for an analytical thinker to help us understand how our infrastructure costs scale with our business. You will work closely with the Infrastructure Governance group and a cross functional team of engineering, product and finance stakeholders to increase visibility into our infrastructure related trends and to suggest actions we can take to make it more predictable over time. The ideal candidate will possess both strong technical and analytical skills; be able to communicate technical details, at a level appropriate for the audience.",4.1,Pinterest,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0,1086,data scientist,na
290,Data Scientist,111.199,"Our Company:
At Cerebral, we're on a mission to improve access to long-term, high-quality mental health care for all. We believe that everyone everywhere deserves to get the care they need. And how are we doing this? By making care convenient and accessible and tackling the stigma that surrounds mental illness.
Since launching in January 2020, we have gone from a team of 5 to over 3,000 team members across the United States and in the United Kingdom working hand-in-hand to transform access to high-quality mental health care at scale. Our team will not stop building, growing, and iterating until everyone, everywhere can access high-quality mental health care without the high cost, long wait times, and stigma. Simone Biles, world champion gymnast, and mental health advocate joined Cerebral as our Chief Impact Officer to help further our mission.
We are the fastest mental health company ever to achieve unicorn status, having raised over $462 million and achieving a valuation of $4.8 billion in under two years. Cerebral's investors include SoftBank Venture Fund 2, Silver Lake, Access Industries, Bill Ackman, Chris Burch, WestCap, and Oak HC/FT.",3.4,Cerebral,1001 to 5000 Employees,2020,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),San Francisco, CA,2,0,0,0,0,0,0,1158,data scientist,na
292,Data Scientist,121.859,"Your principal responsibility will be for the design and implementation of primary sequence analysis algorithms encompassing image processing, times series analysis and base-calling. You will work with bench scientists and engineers from the molecular biology, chemistry, software, hardware and sequencing teams to design experiments and analyze resulting data. Duties will include integrating your solutions into product-grade code for the shipping product.
Essential Qualifications
A PhD or equivalent experience in a relevant field such as statistics, computer science, or applied mathematics.
Ability to develop quantitative methods from first principles, and a track record applying such methods to real-world problems.
Proficiency with a standard data analysis platform such as Python, R, Julia or MATLAB.",3.0,Quantapore,1 to 50 Employees,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),San Francisco, CA,13,1,0,0,1,0,0,811,data scientist,na
295,Data Scientist,122.631,"Currently, we are looking for talented resources for one of our listed clients. If interested please reply to me with your updated resume or feel free to reach out to me for more details at .



Title: Data Scientist

Location: SFO, CA (Remote)

Duration: 12+ Months

Experience: 7-8 Years",4.4,Denken Solutions Inc,201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),San Francisco, CA,12,0,0,0,0,0,0,289,data scientist,na
296,Senior Data Scientist - Ranking Team,180.0,"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed. The Ranking team focuses on leveraging our understanding of jobs + Job seekers, and our scale. The team’s mission is to match every jobseeker find the most relevant jobs in their job search. We work hard to ensure each personalized search brings the most relevant and attainable search results for every jobseeker.

Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
Build and implement machine learning models, testing frameworks, and visualizations to make timely decisions and influence the product roadmap
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",4.4,Indeed,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),San Francisco, CA,18,0,1,0,0,0,0,1049,data scientist,senior
297,Data Scientist (University Graduate),151.0,"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products",4.4,Indeed,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0,767,data scientist,na
298,"Lead Data Scientist, Marketing Analytics",125.496,"Data, Research & Insights
Data Science
Spotify is looking for an extraordinary candidate to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
The primary duties of this role will be to lead the Marketing Analytics team that provides analytical support for our global Freemium Marketing team, leading the measurement and evaluation of our marketing activities to drive greater understanding on our ability to impact brand health and ensure we continuously improve the effectiveness of our marketing investments.",4.2,Spotify,5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0,717,data scientist,senior
299,Senior Data Scientist,181.5,"Your Opportunity

The Schwab Asset Management, Sales Analytics team is embedded within the Sales team to provide close alignment and support to Sales. We are salespeople using analytic tools and techniques to drive enhanced sales outcomes. One’s contribution can be seen daily in the effectiveness of the sales team’s outreach, marketing campaigns, and deepening of existing client relationships. We are looking for a highly-motivated, self-driven Data Scientist to help deliver actionable opportunities, insights, and leads to the Sales Team.
What you are good at

The Sr Manager, Data Scientist, SAM Sales Analytics, will be primarily responsible for developing, tuning, and socializing targeting models with the Sales team and leadership, as well as, building out our prospect and client segmentation strategies across the different channels. This role will help shape the infrastructure and framework of an established and evolving data environment within SAM, to support machine learning, data modeling and advanced analytics.",4.0,Charles Schwab,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0,1031,data scientist,senior
300,"Staff Data Scientist, Platform",150.2,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.6,Slack,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0,974,data scientist,na
301,AWS Data Scientist,167.5,"PhD or equivalent Master's Degree plus 4+ years of experience in Computer Science, Data Science, Machine Learning, Statistics, Mathematics, Operations Research, Economics or related field
2+ years of experience using Python, R or other traditional programming language is required
2+ years of experience in SQL
Job summary
Amazon Web Services’ Marketing Science team is looking for an applied scientist with strong technical skills in machine learning and forecasting to drive methodology improvements and tool inventions for marketing planning, goal tracking, targeting and segmentation, while developing our long term roadmap.

The successful candidate will be a hands-on self-starter, comfortable with ambiguity, humble to seek feedback and learn from peers (scientists, economists, marketing practitioners), bold to think big, has solid attention to detail and believes in challenging themselves to raise the bar continuously. The scientist will develop production models using geographical, macro-economic and customer-level panel data on forecasting, and account or segment based marketing. They will work closely with media and portfolio teams to understand business needs and with an engineering team to productionize solutions.

This role requires an individual with strong quantitative modeling skills and the ability to apply statistical/machine learning, econometric, and coding skills.

The candidate should have strong communication skills to work closely with stakeholders to translate business needs into methodology and data-driven findings into actionable insights. The successful candidate will be a self-starter comfortable with ambiguity, with strong attention to detail, and ability to work in a fast-paced and ever-changing environment.

Key job responsibilities
About the team
Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

For employees based in Colorado, this position starts at $142-193k/yr. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.8,"Amazon Web Services, Inc.",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Remote,Remote,28,1,0,0,0,1,1,4430,data scientist,na
302,Data Scientist,117.0,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers.",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,944,data scientist,na
303,"Data Scientist - Tiktok Ads, Growth Marketing",147.032,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.

Responsibilities:
We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",3.5,TikTok,1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0,1858,data scientist,na
304,"Staff Data Scientist, Platform",150.2,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.5,Salesforce,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Denver, CO,23,0,0,0,0,0,0,974,data scientist,na
305,"Data Scientist, Freemium Innovation",139.731,"Data, Research & Insights
Data Science
We’re looking for a Data Scientist to join a team leading efforts to further expand our customer offering for Spotify.
Location
New York or Remote Americas
Job type
Permanent
With a focus on innovation projects, you will be part of a small, agile, and constantly evolving team, working to identify and execute upon growth opportunities that meet our ambitious commercial and user experience goals.",4.2,Spotify,5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0,436,data scientist,na
306,"Senior Data Scientist (Open to remote work, except the following locations: SD, VT, and WV)",150.0,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers!
WHO WE ARE LOOKING FOR
WHAT YOU WILL WORK ON
WHO YOU WILL WORK WITH",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,999,data scientist,senior
307,Data Scientist - Machine Learning,147.696,"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
The Central Science team focuses on understanding the long-term and causal impact of actions taken by viewers, creators and Twitch. We discover insights and build prediction and causal inference tools to make these knowledge more accessible for teams across Twitch. We support a diverse set of customers including executive leaders, product managers and data staff. We are an interdisciplinary team with experts in data science, statistics, and economics.",4.0,Twitch,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,San Francisco, CA,11,0,0,0,0,0,0,1035,data scientist,na
308,Senior Data Analyst (Loyalty & Player Engagement),119.944,"Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.",4.0,PlayStation Global,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0,769,analyst,senior
310,Principal Data Scientist - Engineering Analytics,170.0,"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
The Engineering Analytics Data Science Team has an immediate opening for a talented and experienced Principal Data Scientist with hands on expertise using large datasets to find opportunities for network operation and capital efficiency optimization and using models to test different courses of actions besides a strong interest in understanding the Telecom business model in particular and a passion for data in general. The responsibility of the expert filling up the role is to perform cross-disciplinary analysis, visualization and optimization of traditional, financial, spatial and network data to help solve complex business problems. The successful candidate must have strong experience using a variety of data mining methods, data tools, using, building and implementing predictive models, optimization algorithms, prescriptive models, as well as creating and running simulation. They must have a proven track record of driving business decisions by providing actionable insights based on data. They also must be comfortable working with a wide range of stakeholders and functional teams with the ability to frame problems out of ambiguity and unstructured information.",3.9,Verizon,10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Nevada,Nevada,22,0,1,0,1,1,0,1664,data scientist,senior
311,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199.0,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,1132,director,senior
312,Computer Engineer (Data Scientist),140.014,"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
Federal employees - Excepted service
Current excepted service federal employees.
Individuals with disabilities
Military spouses",3.5,US Internal Revenue Service,10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0,271,data scientist,na
313,Lead Data Scientist - Customer Data Science,153.275,"Data scientists at Disney Streaming Services are the insights and modeling partners for the growth, content, marketing, product, and engineering teams at Disney+, Hulu and ESPN+. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
WHAT YOU'LL DO
Modeling: Design, build and improve machine learning models. Work end to end from data collection, feature generation and selection, algorithm development, forecasting, visualization and communicating of model results. Collaborate with engineering to productionize models.
Drive experimentation to test impact of model based optimization.",3.9,Hulu,1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0,924,data scientist,senior
314,Lead Data Scientist,133.311,"Job Title:
Lead Data Scientist, Mobile Product
Requisition ID:
R013080
Job Description:
Your Mission is:
We are looking for a talented Lead Data Scientist to join our Mobile Analytics team. The team’s goal is to put science into product decisions and help to make a better game for both players and the company. You will be the technical leader for the product data science discipline, with the opportunity to take on a managerial role. First year responsibilities include:",3.3,Activision,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0,473,data scientist,senior
